,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
516,01-06-2007,Friday,1,33,73,67,33,promotion
517,02-06-2007,Saturday,6,22,29,60,62,none
518,03-06-2007,Sunday,28,37,17,49,53,none
519,04-06-2007,Monday,44,12,44,35,7,none
520,05-06-2007,Tuesday,31,36,96,12,10,none
521,06-06-2007,Wednesday,10,57,57,20,45,none
522,07-06-2007,Thursday,20,58,113,51,12,promotion
523,08-06-2007,Friday,8,45,106,37,42,promotion
524,09-06-2007,Saturday,22,3,92,33,97,promotion
525,10-06-2007,Sunday,38,33,74,36,86,promotion
526,11-06-2007,Monday,29,29,37,29,84,promotion
527,12-06-2007,Tuesday,9,37,104,58,27,promotion
528,13-06-2007,Wednesday,44,57,40,50,90,promotion
529,14-06-2007,Thursday,47,11,8,50,64,none
530,15-06-2007,Friday,1,36,33,43,40,none
531,16-06-2007,Saturday,41,30,15,40,42,none
532,17-06-2007,Sunday,39,44,15,53,63,promotion
533,18-06-2007,Monday,26,42,100,28,33,promotion
534,19-06-2007,Tuesday,11,24,96,35,58,promotion
535,20-06-2007,Wednesday,35,38,13,64,6,none
536,21-06-2007,Thursday,24,30,115,17,91,promotion
537,22-06-2007,Friday,33,34,11,32,26,none
538,23-06-2007,Saturday,20,36,37,47,33,none
539,24-06-2007,Sunday,27,43,79,44,82,promotion
540,25-06-2007,Monday,15,17,6,70,5,none
541,26-06-2007,Tuesday,33,21,16,67,70,promotion
542,27-06-2007,Wednesday,7,34,118,3,52,promotion
543,28-06-2007,Thursday,34,4,115,20,18,none
544,29-06-2007,Friday,45,32,78,31,51,promotion
545,30-06-2007,Saturday,46,46,85,38,13,promotion
546,01-07-2007,Sunday,42,37,105,41,13,promotion
547,02-07-2007,Monday,5,9,17,2,2,none
548,03-07-2007,Tuesday,30,25,81,54,51,promotion
549,04-07-2007,Wednesday,28,26,50,5,57,none
550,05-07-2007,Thursday,18,26,92,35,1,none
551,06-07-2007,Friday,36,38,109,22,88,promotion
552,07-07-2007,Saturday,3,11,27,52,7,none
553,08-07-2007,Sunday,21,33,21,53,11,none
554,09-07-2007,Monday,46,4,42,10,74,none
555,10-07-2007,Tuesday,16,22,43,20,49,none
556,11-07-2007,Wednesday,37,41,47,69,86,promotion
557,12-07-2007,Thursday,42,14,31,6,92,none
558,13-07-2007,Friday,5,33,34,54,56,none
559,14-07-2007,Saturday,14,43,59,73,81,promotion
560,15-07-2007,Sunday,31,6,52,69,92,promotion
561,16-07-2007,Monday,46,22,73,42,39,promotion
562,17-07-2007,Tuesday,24,41,9,30,79,none
563,18-07-2007,Wednesday,35,14,28,49,44,none
564,19-07-2007,Thursday,36,28,94,28,45,promotion
565,20-07-2007,Friday,10,35,68,67,75,promotion
566,21-07-2007,Saturday,27,1,38,54,30,none
567,22-07-2007,Sunday,27,56,57,48,28,promotion
568,23-07-2007,Monday,23,58,77,70,29,promotion
569,24-07-2007,Tuesday,13,45,3,17,87,none
570,25-07-2007,Wednesday,16,40,77,51,85,promotion
571,26-07-2007,Thursday,35,49,29,43,97,promotion
572,27-07-2007,Friday,27,48,116,1,77,promotion
573,28-07-2007,Saturday,39,52,80,8,58,promotion
574,29-07-2007,Sunday,47,18,9,17,30,none
575,30-07-2007,Monday,17,33,31,57,50,none
576,31-07-2007,Tuesday,48,57,91,59,68,promotion
577,01-08-2007,Wednesday,41,33,31,16,48,none
578,02-08-2007,Thursday,1,12,49,58,76,none
579,03-08-2007,Friday,11,43,102,44,23,promotion
580,04-08-2007,Saturday,12,7,41,13,74,none
581,05-08-2007,Sunday,14,19,1,9,56,none
582,06-08-2007,Monday,8,34,108,29,93,promotion
583,07-08-2007,Tuesday,31,52,17,12,18,none
584,08-08-2007,Wednesday,7,53,17,33,23,none
585,09-08-2007,Thursday,46,6,86,7,71,promotion
586,10-08-2007,Friday,31,18,70,22,80,promotion
587,11-08-2007,Saturday,16,55,107,42,20,promotion
588,12-08-2007,Sunday,42,11,15,21,91,none
589,13-08-2007,Monday,39,13,76,18,88,promotion
590,14-08-2007,Tuesday,44,42,109,70,60,promotion
591,15-08-2007,Wednesday,19,18,8,33,80,none
592,16-08-2007,Thursday,8,32,30,24,85,none
593,17-08-2007,Friday,29,4,40,47,50,none
594,18-08-2007,Saturday,2,41,73,27,54,none
595,19-08-2007,Sunday,42,35,49,13,46,none
596,20-08-2007,Monday,3,43,40,13,45,none
597,21-08-2007,Tuesday,29,31,16,4,95,none
598,22-08-2007,Wednesday,15,7,99,33,44,none
599,23-08-2007,Thursday,38,1,53,13,98,promotion
600,24-08-2007,Friday,28,5,82,34,1,none
601,25-08-2007,Saturday,37,5,75,29,80,promotion
602,26-08-2007,Sunday,32,45,71,14,96,promotion
603,27-08-2007,Monday,30,1,104,32,93,promotion
604,28-08-2007,Tuesday,47,52,42,64,8,promotion
605,29-08-2007,Wednesday,30,36,11,43,94,promotion
606,30-08-2007,Thursday,34,23,80,3,14,none
607,31-08-2007,Friday,13,31,80,41,91,promotion
608,01-09-2007,Saturday,33,40,115,66,69,promotion
609,02-09-2007,Sunday,42,30,110,52,98,promotion
610,03-09-2007,Monday,17,23,119,62,47,promotion
611,04-09-2007,Tuesday,3,24,20,56,10,none
612,05-09-2007,Wednesday,9,50,43,72,71,promotion
613,06-09-2007,Thursday,11,27,46,60,38,none
614,07-09-2007,Friday,49,55,93,37,36,promotion
615,08-09-2007,Saturday,27,57,68,55,15,promotion
616,09-09-2007,Sunday,28,12,106,1,19,none
617,10-09-2007,Monday,2,3,47,24,53,none
618,11-09-2007,Tuesday,1,22,87,68,32,promotion
619,12-09-2007,Wednesday,6,13,46,8,14,none
620,13-09-2007,Thursday,25,17,28,21,70,none
621,14-09-2007,Friday,35,3,46,23,84,none
622,15-09-2007,Saturday,16,28,74,28,46,none
623,16-09-2007,Sunday,4,13,26,44,45,none
624,17-09-2007,Monday,47,54,18,66,78,promotion
625,18-09-2007,Tuesday,38,58,59,28,63,promotion
626,19-09-2007,Wednesday,44,58,38,71,54,promotion
627,20-09-2007,Thursday,20,42,69,40,28,none
628,21-09-2007,Friday,25,36,20,53,25,none
629,22-09-2007,Saturday,7,1,58,6,34,none
630,23-09-2007,Sunday,21,14,5,73,5,none
631,24-09-2007,Monday,7,38,63,21,55,none
632,25-09-2007,Tuesday,29,19,114,16,45,promotion
633,26-09-2007,Wednesday,7,36,106,1,77,promotion
634,27-09-2007,Thursday,3,11,17,33,28,none
635,28-09-2007,Friday,29,20,82,53,78,promotion
636,29-09-2007,Saturday,29,45,1,68,79,promotion
637,30-09-2007,Sunday,39,28,49,48,66,promotion
638,01-10-2007,Monday,38,10,32,21,71,none
639,02-10-2007,Tuesday,6,49,118,45,24,promotion
640,03-10-2007,Wednesday,46,39,42,15,7,none
641,04-10-2007,Thursday,10,59,32,38,59,none
642,05-10-2007,Friday,37,13,69,32,68,promotion
643,06-10-2007,Saturday,14,48,102,8,4,none
644,07-10-2007,Sunday,22,39,29,67,52,promotion
645,08-10-2007,Monday,32,50,19,28,4,none
646,09-10-2007,Tuesday,18,39,96,73,61,promotion
647,10-10-2007,Wednesday,36,6,17,30,69,none
648,11-10-2007,Thursday,46,23,71,11,60,promotion
649,12-10-2007,Friday,9,13,117,2,31,none
650,13-10-2007,Saturday,26,3,111,65,11,promotion
651,14-10-2007,Sunday,22,1,85,40,71,promotion
652,15-10-2007,Monday,46,50,35,15,32,none
653,16-10-2007,Tuesday,38,25,41,10,48,none
654,17-10-2007,Wednesday,23,43,79,1,97,promotion
655,18-10-2007,Thursday,17,30,90,43,41,promotion
656,19-10-2007,Friday,26,29,103,62,64,promotion
657,20-10-2007,Saturday,47,33,56,12,25,none
658,21-10-2007,Sunday,38,5,24,21,54,none
659,22-10-2007,Monday,2,9,87,39,26,none
660,23-10-2007,Tuesday,6,19,87,32,91,promotion
661,24-10-2007,Wednesday,7,46,64,16,94,promotion
662,25-10-2007,Thursday,13,29,48,1,70,none
663,26-10-2007,Friday,27,8,33,35,77,none
664,27-10-2007,Saturday,11,9,46,49,4,none
665,28-10-2007,Sunday,15,17,86,24,84,promotion
666,29-10-2007,Monday,9,23,109,72,2,promotion
667,30-10-2007,Tuesday,8,43,11,63,6,none
668,31-10-2007,Wednesday,46,16,89,63,44,promotion
669,01-11-2007,Thursday,6,21,75,38,16,none
670,02-11-2007,Friday,48,49,44,29,13,none
671,03-11-2007,Saturday,43,22,106,51,56,promotion
672,04-11-2007,Sunday,4,24,64,39,54,none
673,05-11-2007,Monday,11,34,58,7,44,none
674,06-11-2007,Tuesday,28,3,109,73,9,promotion
675,07-11-2007,Wednesday,26,49,73,39,54,promotion
676,08-11-2007,Thursday,4,27,28,37,96,none
677,09-11-2007,Friday,15,12,49,30,71,none
678,10-11-2007,Saturday,19,25,57,60,42,promotion
679,11-11-2007,Sunday,6,16,40,13,8,none
680,12-11-2007,Monday,5,48,107,10,49,promotion
681,13-11-2007,Tuesday,18,26,29,37,54,none
682,14-11-2007,Wednesday,6,6,15,26,78,none
683,15-11-2007,Thursday,31,23,117,14,9,none
684,16-11-2007,Friday,25,55,31,50,46,promotion
685,17-11-2007,Saturday,4,52,32,71,86,promotion
686,18-11-2007,Sunday,6,35,65,31,7,none
687,19-11-2007,Monday,41,30,65,50,12,none
688,20-11-2007,Tuesday,37,13,12,20,74,none
689,21-11-2007,Wednesday,25,45,38,29,34,none
690,22-11-2007,Thursday,34,59,1,41,13,none
691,23-11-2007,Friday,19,21,109,56,37,promotion
692,24-11-2007,Saturday,34,47,35,38,3,none
693,25-11-2007,Sunday,15,34,19,17,92,none
694,26-11-2007,Monday,8,12,33,30,28,none
695,27-11-2007,Tuesday,44,47,39,24,59,promotion
696,28-11-2007,Wednesday,47,31,32,53,16,none
697,29-11-2007,Thursday,49,47,12,21,42,none
698,30-11-2007,Friday,34,57,119,2,39,promotion
699,01-12-2007,Saturday,18,12,88,44,41,promotion
700,02-12-2007,Sunday,30,7,83,25,22,none
701,03-12-2007,Monday,13,32,28,30,96,none
702,04-12-2007,Tuesday,47,35,34,35,9,none
703,05-12-2007,Wednesday,33,42,10,71,45,promotion
704,06-12-2007,Thursday,35,22,6,4,99,none
705,07-12-2007,Friday,24,11,69,73,73,promotion
706,08-12-2007,Saturday,26,28,4,45,67,none
707,09-12-2007,Sunday,47,18,110,59,17,promotion
708,10-12-2007,Monday,44,39,76,48,41,promotion
709,11-12-2007,Tuesday,42,58,13,16,12,none
710,12-12-2007,Wednesday,47,7,74,3,75,promotion
711,13-12-2007,Thursday,1,12,12,27,13,none
712,14-12-2007,Friday,13,49,14,59,19,none
713,15-12-2007,Saturday,10,30,38,23,26,none
714,16-12-2007,Sunday,19,14,102,17,69,promotion
715,17-12-2007,Monday,5,47,117,22,53,promotion
716,18-12-2007,Tuesday,8,20,21,20,2,none
717,19-12-2007,Wednesday,4,58,52,6,6,none
718,20-12-2007,Thursday,49,8,74,50,67,promotion
719,21-12-2007,Friday,13,58,38,20,3,none
720,22-12-2007,Saturday,38,17,102,36,45,promotion
721,23-12-2007,Sunday,46,7,26,56,40,none
722,24-12-2007,Monday,49,41,46,20,50,promotion
723,25-12-2007,Tuesday,46,16,4,7,19,none
724,26-12-2007,Wednesday,19,3,20,31,81,none
725,27-12-2007,Thursday,8,11,15,8,18,none
726,28-12-2007,Friday,27,42,52,10,54,none
727,29-12-2007,Saturday,47,43,119,62,85,promotion
728,30-12-2007,Sunday,30,41,90,18,79,promotion
729,31-12-2007,Monday,4,30,3,8,85,none
730,01-01-2008,Tuesday,11,11,75,52,34,none
731,02-01-2008,Wednesday,21,11,55,50,74,promotion
732,03-01-2008,Thursday,43,32,8,65,9,none
733,04-01-2008,Friday,2,18,69,30,89,promotion
734,05-01-2008,Saturday,21,36,7,56,26,none
735,06-01-2008,Sunday,17,37,69,50,35,promotion
736,07-01-2008,Monday,43,37,41,54,96,promotion
737,08-01-2008,Tuesday,29,18,97,30,19,none
738,09-01-2008,Wednesday,27,50,25,13,6,none
739,10-01-2008,Thursday,24,22,16,47,45,none
740,11-01-2008,Friday,49,28,51,49,24,promotion
741,12-01-2008,Saturday,3,26,23,47,57,none
742,13-01-2008,Sunday,39,48,100,74,34,promotion
743,14-01-2008,Monday,10,55,80,17,95,promotion
744,15-01-2008,Tuesday,3,9,87,10,35,none
745,16-01-2008,Wednesday,45,34,111,21,30,promotion
746,17-01-2008,Thursday,42,59,75,16,13,promotion
747,18-01-2008,Friday,26,48,51,39,43,promotion
748,19-01-2008,Saturday,37,10,37,13,72,none
749,20-01-2008,Sunday,27,12,19,12,69,none
750,21-01-2008,Monday,5,49,111,30,44,promotion
751,22-01-2008,Tuesday,42,48,54,20,65,promotion
752,23-01-2008,Wednesday,11,29,1,11,65,none
753,24-01-2008,Thursday,13,17,70,61,39,none
754,25-01-2008,Friday,41,49,69,65,50,promotion
755,26-01-2008,Saturday,34,3,41,52,74,promotion
756,27-01-2008,Sunday,38,9,45,24,85,promotion
757,28-01-2008,Monday,40,34,13,1,73,none
758,29-01-2008,Tuesday,33,49,6,9,49,none
759,30-01-2008,Wednesday,34,15,10,39,71,none
760,31-01-2008,Thursday,27,41,29,28,56,none
761,01-02-2008,Friday,36,2,2,46,21,none
762,02-02-2008,Saturday,26,47,95,14,58,promotion
763,03-02-2008,Sunday,25,32,24,26,2,none
764,04-02-2008,Monday,19,23,81,6,5,none
765,05-02-2008,Tuesday,21,46,16,9,93,none
766,06-02-2008,Wednesday,31,1,39,19,66,none
767,07-02-2008,Thursday,29,13,67,74,84,promotion
768,08-02-2008,Friday,9,41,96,39,47,promotion
769,09-02-2008,Saturday,19,57,92,48,95,promotion
770,10-02-2008,Sunday,26,1,99,62,67,promotion
771,11-02-2008,Monday,25,29,55,60,17,none
772,12-02-2008,Tuesday,40,32,63,35,48,promotion
773,13-02-2008,Wednesday,43,29,97,44,79,promotion
774,14-02-2008,Thursday,29,57,19,21,87,promotion
775,15-02-2008,Friday,25,58,77,36,17,promotion
776,16-02-2008,Saturday,19,20,28,43,76,none
777,17-02-2008,Sunday,4,52,48,31,79,promotion
778,18-02-2008,Monday,45,33,86,61,21,promotion
779,19-02-2008,Tuesday,20,43,90,38,32,promotion
780,20-02-2008,Wednesday,46,44,43,52,75,promotion
781,21-02-2008,Thursday,1,56,92,24,15,none
782,22-02-2008,Friday,11,5,50,54,39,none
783,23-02-2008,Saturday,4,51,41,34,12,none
784,24-02-2008,Sunday,7,18,113,55,14,promotion
785,25-02-2008,Monday,28,30,60,65,47,promotion
786,26-02-2008,Tuesday,36,39,7,58,1,none
787,27-02-2008,Wednesday,7,27,42,21,41,none
788,28-02-2008,Thursday,20,26,7,59,8,none
789,29-02-2008,Friday,35,19,102,69,13,promotion
790,01-03-2008,Saturday,39,52,4,9,2,none
791,02-03-2008,Sunday,21,21,84,54,19,none
792,03-03-2008,Monday,44,48,87,3,45,promotion
793,04-03-2008,Tuesday,1,58,2,38,68,none
794,05-03-2008,Wednesday,37,42,53,47,47,promotion
795,06-03-2008,Thursday,46,8,87,45,67,promotion
796,07-03-2008,Friday,42,35,99,51,23,promotion
797,08-03-2008,Saturday,3,29,62,38,27,none
798,09-03-2008,Sunday,34,33,55,64,62,promotion
799,10-03-2008,Monday,13,50,62,54,19,none
800,11-03-2008,Tuesday,16,39,35,28,35,none
801,12-03-2008,Wednesday,34,13,83,4,74,promotion
802,13-03-2008,Thursday,24,25,68,72,52,promotion
803,14-03-2008,Friday,13,47,3,11,68,none
804,15-03-2008,Saturday,6,47,108,7,77,promotion
805,16-03-2008,Sunday,39,8,108,40,42,promotion
806,17-03-2008,Monday,2,10,34,54,39,none
807,18-03-2008,Tuesday,11,40,1,1,30,none
808,19-03-2008,Wednesday,7,46,82,4,86,promotion
809,20-03-2008,Thursday,7,34,101,16,66,promotion
810,21-03-2008,Friday,39,31,24,1,91,none
811,22-03-2008,Saturday,39,36,66,33,53,promotion
812,23-03-2008,Sunday,12,35,66,1,32,none
813,24-03-2008,Monday,22,40,2,12,28,none
814,25-03-2008,Tuesday,3,3,21,60,9,none
815,26-03-2008,Wednesday,13,30,77,28,18,none
816,27-03-2008,Thursday,30,57,75,50,25,promotion
817,28-03-2008,Friday,10,40,96,52,7,promotion
818,29-03-2008,Saturday,9,23,39,18,7,none
819,30-03-2008,Sunday,6,36,70,45,91,promotion
820,31-03-2008,Monday,44,54,57,74,12,promotion
821,01-04-2008,Tuesday,2,1,22,10,61,none
822,02-04-2008,Wednesday,44,27,91,26,88,promotion
823,03-04-2008,Thursday,16,5,62,29,77,none
824,04-04-2008,Friday,13,54,102,68,96,promotion
825,05-04-2008,Saturday,48,44,73,39,96,promotion
826,06-04-2008,Sunday,13,48,9,30,81,none
827,07-04-2008,Monday,22,10,29,51,30,none
828,08-04-2008,Tuesday,19,7,102,31,88,promotion
829,09-04-2008,Wednesday,26,30,15,15,37,none
830,10-04-2008,Thursday,14,6,82,38,90,promotion
831,11-04-2008,Friday,31,2,51,5,90,none
832,12-04-2008,Saturday,29,23,33,60,18,none
833,13-04-2008,Sunday,45,27,56,21,19,none
834,14-04-2008,Monday,42,30,89,24,46,promotion
835,15-04-2008,Tuesday,22,6,7,17,23,none
836,16-04-2008,Wednesday,7,17,118,53,60,promotion
837,17-04-2008,Thursday,37,27,16,23,3,none
838,18-04-2008,Friday,49,45,106,7,47,promotion
839,19-04-2008,Saturday,41,27,101,25,91,promotion
840,20-04-2008,Sunday,27,15,16,28,10,none
841,21-04-2008,Monday,31,25,93,43,41,promotion
842,22-04-2008,Tuesday,6,9,90,7,51,none
843,23-04-2008,Wednesday,16,20,15,30,66,none
844,24-04-2008,Thursday,38,30,23,6,28,none
845,25-04-2008,Friday,38,56,67,72,45,promotion
846,26-04-2008,Saturday,32,12,91,1,46,none
847,27-04-2008,Sunday,33,47,18,59,77,promotion
848,28-04-2008,Monday,49,22,109,45,7,promotion
849,29-04-2008,Tuesday,17,3,48,72,81,promotion
850,30-04-2008,Wednesday,33,58,19,46,84,promotion
851,01-05-2008,Thursday,11,27,89,36,53,promotion
852,02-05-2008,Friday,13,54,9,2,41,none
853,03-05-2008,Saturday,30,49,117,9,48,promotion
854,04-05-2008,Sunday,1,44,23,28,32,none
855,05-05-2008,Monday,30,5,90,30,64,promotion
856,06-05-2008,Tuesday,27,58,74,39,67,promotion
857,07-05-2008,Wednesday,40,23,16,16,79,none
858,08-05-2008,Thursday,23,19,96,44,13,none
859,09-05-2008,Friday,20,39,115,44,73,promotion
860,10-05-2008,Saturday,6,2,109,60,25,promotion
861,11-05-2008,Sunday,37,5,61,13,14,none
862,12-05-2008,Monday,20,40,46,13,10,none
863,13-05-2008,Tuesday,37,20,27,43,83,promotion
864,14-05-2008,Wednesday,6,28,16,21,74,none
865,15-05-2008,Thursday,29,8,69,40,42,none
866,16-05-2008,Friday,13,49,109,49,67,promotion
867,17-05-2008,Saturday,27,54,11,37,58,none
868,18-05-2008,Sunday,20,30,85,40,41,promotion
869,19-05-2008,Monday,13,35,48,68,88,promotion
870,20-05-2008,Tuesday,39,25,47,55,55,promotion
871,21-05-2008,Wednesday,8,58,118,3,77,promotion
872,22-05-2008,Thursday,17,13,48,11,99,none
873,23-05-2008,Friday,30,6,70,22,93,promotion
874,24-05-2008,Saturday,1,45,47,38,14,none
875,25-05-2008,Sunday,24,14,27,29,37,none
876,26-05-2008,Monday,16,49,94,31,75,promotion
877,27-05-2008,Tuesday,11,39,118,36,80,promotion
878,28-05-2008,Wednesday,4,16,46,21,43,none
879,29-05-2008,Thursday,4,1,8,52,39,none
880,30-05-2008,Friday,17,50,4,32,95,none
881,31-05-2008,Saturday,49,52,26,1,44,none
882,01-06-2008,Sunday,10,5,66,17,22,none
883,02-06-2008,Monday,21,46,29,23,68,none
884,03-06-2008,Tuesday,38,23,80,44,77,promotion
885,04-06-2008,Wednesday,49,31,113,31,19,promotion
886,05-06-2008,Thursday,18,33,72,66,18,promotion
887,06-06-2008,Friday,10,56,49,39,95,promotion
888,07-06-2008,Saturday,45,32,103,39,59,promotion
889,08-06-2008,Sunday,16,46,72,54,39,promotion
890,09-06-2008,Monday,39,37,98,28,85,promotion
891,10-06-2008,Tuesday,15,4,7,60,82,none
892,11-06-2008,Wednesday,34,36,83,15,46,promotion
893,12-06-2008,Thursday,5,20,35,47,50,none
894,13-06-2008,Friday,17,35,38,54,33,none
895,14-06-2008,Saturday,37,18,102,50,62,promotion
896,15-06-2008,Sunday,8,45,100,18,5,none
897,16-06-2008,Monday,24,4,105,22,36,none
898,17-06-2008,Tuesday,28,9,18,70,87,promotion
899,18-06-2008,Wednesday,47,2,108,18,52,promotion
900,19-06-2008,Thursday,8,16,64,4,4,none
901,20-06-2008,Friday,23,42,23,36,40,none
902,21-06-2008,Saturday,35,9,37,56,53,none
903,22-06-2008,Sunday,31,57,19,15,28,none
904,23-06-2008,Monday,17,53,74,45,22,promotion
905,24-06-2008,Tuesday,28,23,6,37,59,none
906,25-06-2008,Wednesday,48,11,8,5,22,none
907,26-06-2008,Thursday,48,45,23,67,19,promotion
908,27-06-2008,Friday,12,13,18,44,24,none
909,28-06-2008,Saturday,24,4,41,71,80,promotion
910,29-06-2008,Sunday,15,23,82,35,26,none
911,30-06-2008,Monday,40,13,93,32,55,promotion
912,01-07-2008,Tuesday,31,26,63,67,79,promotion
913,02-07-2008,Wednesday,27,54,89,42,33,promotion
914,03-07-2008,Thursday,35,27,33,37,25,none
915,04-07-2008,Friday,18,41,49,34,5,none
916,05-07-2008,Saturday,36,42,100,58,81,promotion
917,06-07-2008,Sunday,8,1,29,66,83,none
918,07-07-2008,Monday,46,56,26,51,5,none
919,08-07-2008,Tuesday,49,39,30,25,88,promotion
920,09-07-2008,Wednesday,38,53,29,60,90,promotion
921,10-07-2008,Thursday,5,28,88,1,41,none
922,11-07-2008,Friday,14,41,63,68,93,promotion
923,12-07-2008,Saturday,38,37,74,65,78,promotion
924,13-07-2008,Sunday,20,22,110,7,16,none
925,14-07-2008,Monday,44,22,74,69,51,promotion
926,15-07-2008,Tuesday,9,7,75,26,73,none
927,16-07-2008,Wednesday,33,13,22,31,52,none
928,17-07-2008,Thursday,18,8,23,24,60,none
929,18-07-2008,Friday,6,4,92,36,93,promotion
930,19-07-2008,Saturday,37,57,5,59,68,promotion
931,20-07-2008,Sunday,2,11,55,40,1,none
932,21-07-2008,Monday,30,28,104,23,18,promotion
933,22-07-2008,Tuesday,6,58,13,21,78,none
934,23-07-2008,Wednesday,17,50,66,55,10,none
935,24-07-2008,Thursday,39,50,13,29,13,none
936,25-07-2008,Friday,41,25,21,46,9,none
937,26-07-2008,Saturday,23,50,14,60,63,promotion
938,27-07-2008,Sunday,31,47,117,63,84,promotion
939,28-07-2008,Monday,20,10,27,49,69,none
940,29-07-2008,Tuesday,5,45,66,68,12,none
941,30-07-2008,Wednesday,21,45,116,16,30,promotion
942,31-07-2008,Thursday,43,37,113,8,32,promotion
943,01-08-2008,Friday,11,9,98,25,26,none
944,02-08-2008,Saturday,4,10,6,73,33,none
945,03-08-2008,Sunday,23,36,47,54,94,promotion
946,04-08-2008,Monday,38,2,75,17,6,none
947,05-08-2008,Tuesday,30,39,36,59,1,none
948,06-08-2008,Wednesday,42,21,105,73,14,promotion
949,07-08-2008,Thursday,41,46,26,61,75,promotion
950,08-08-2008,Friday,18,26,48,36,92,promotion
951,09-08-2008,Saturday,41,45,1,38,29,none
952,10-08-2008,Sunday,43,26,22,74,69,promotion
953,11-08-2008,Monday,31,6,8,28,48,none
954,12-08-2008,Tuesday,30,1,3,66,51,none
955,13-08-2008,Wednesday,34,40,5,61,38,none
956,14-08-2008,Thursday,31,59,57,14,32,none
957,15-08-2008,Friday,47,7,114,31,97,promotion
958,16-08-2008,Saturday,38,7,35,30,18,none
959,17-08-2008,Sunday,25,40,55,61,42,promotion
960,18-08-2008,Monday,17,51,23,23,51,none
961,19-08-2008,Tuesday,36,18,80,63,49,promotion
962,20-08-2008,Wednesday,40,12,22,64,1,none
963,21-08-2008,Thursday,30,18,110,45,71,promotion
964,22-08-2008,Friday,2,38,3,65,91,none
965,23-08-2008,Saturday,24,31,80,25,77,promotion
966,24-08-2008,Sunday,9,58,53,40,44,promotion
967,25-08-2008,Monday,1,51,24,43,26,none
968,26-08-2008,Tuesday,24,50,95,49,87,promotion
969,27-08-2008,Wednesday,38,10,46,49,45,none
970,28-08-2008,Thursday,48,13,62,40,99,promotion
971,29-08-2008,Friday,27,18,119,19,34,promotion
972,30-08-2008,Saturday,26,37,114,14,34,promotion
973,31-08-2008,Sunday,26,33,19,28,77,none
974,01-09-2008,Monday,7,4,28,52,87,none
975,02-09-2008,Tuesday,25,58,83,25,35,promotion
976,03-09-2008,Wednesday,16,55,10,24,86,none
977,04-09-2008,Thursday,38,13,70,57,11,none
